trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
84,False,"{'a': 0.5, 'e': 0.4298890135238935}",20,6,9.444344187604242,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
85,False,"{'a': 0.5, 'e': 0.4255901233886546}",25,0,-62.05997374688589,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
86,False,"{'a': 0.5, 'e': 0.421334222154768}",20,12,-19.455418794934964,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
87,False,"{'a': 0.5, 'e': 0.41712087993322033}",25,4,-10.820133396590718,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 0}",1
88,False,"{'a': 0.5, 'e': 0.41294967113388814}",30,20,14.34300971896109,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.5, 'e': 0.40882017442254925}",25,0,27.073650491742058,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
90,False,"{'a': 0.5, 'e': 0.4047319726783238}",25,13,17.149842463195228,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.5, 'e': 0.40068465295154054}",25,0,-9.669750157596818,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
92,False,"{'a': 0.5, 'e': 0.3966778064220251}",30,15,-47.07295150304308,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
93,False,"{'a': 0.5, 'e': 0.39271102835780486}",20,15,3.726460065906287,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
94,False,"{'a': 0.5, 'e': 0.3887839180742268}",25,11,-79.56577827337566,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 2}",1
95,False,"{'a': 0.5, 'e': 0.38489607889348454}",25,2,1.430837484140964,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
96,False,"{'a': 0.5, 'e': 0.38104711810454966}",20,14,12.00447378347171,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.5, 'e': 0.37723664692350417}",30,0,-84.95796238759483,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 2}",0
98,False,"{'a': 0.5, 'e': 0.37346428045426916}",20,0,30.949461271179825,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
99,False,"{'a': 0.5, 'e': 0.36972963764972644}",20,0,19.241687994546584,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
100,False,"{'a': 0.5, 'e': 0.3660323412732292}",30,16,-21.943512807039937,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 1}",1
101,False,"{'a': 0.5, 'e': 0.3623720178604969}",30,1,-45.48751963924045,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 1}",1
102,False,"{'a': 0.5, 'e': 0.3587482976818919}",30,1,-33.90966195425219,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 1}",1
103,False,"{'a': 0.5, 'e': 0.355160814705073}",25,3,-5.090274644668945,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
104,False,"{'a': 0.5, 'e': 0.35160920655802225}",20,8,11.667182688666642,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.348093114492442}",30,9,9.540045098079343,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
106,False,"{'a': 0.5, 'e': 0.3446121833475176}",20,14,1.6919039157798992,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
107,False,"{'a': 0.5, 'e': 0.34116606151404244}",35,14,-22.313955793824864,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 0}",1
108,False,"{'a': 0.5, 'e': 0.337754400898902}",20,9,-5.4926613796327945,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
109,False,"{'a': 0.5, 'e': 0.334376856889913}",25,0,-56.661802250608794,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
110,False,"{'a': 0.5, 'e': 0.33103308832101386}",20,0,-31.273277563903306,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
111,False,"{'a': 0.5, 'e': 0.3277227574378037}",20,0,-120.50182600373596,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",1
112,False,"{'a': 0.5, 'e': 0.3244455298634257}",20,0,-4.865506305737336,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
113,False,"{'a': 0.5, 'e': 0.3212010745647914}",25,7,-3.292015017798651,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.3179890638191435}",25,0,-34.55411543220266,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
115,False,"{'a': 0.5, 'e': 0.31480917318095203}",30,15,16.341150292264516,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
116,False,"{'a': 0.5, 'e': 0.3116610814491425}",20,0,35.20495833025773,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
117,False,"{'a': 0.5, 'e': 0.30854447063465107}",25,4,6.582468996553339,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
118,False,"{'a': 0.5, 'e': 0.3054590259283046}",25,7,-1.5840181458600529,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
119,False,"{'a': 0.5, 'e': 0.30240443566902153}",20,4,10.204219020079934,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
120,False,"{'a': 0.5, 'e': 0.2993803913123313}",20,8,19.719793390341767,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.5, 'e': 0.296386587399208}",25,7,1.9433762987970853,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.2934227215252159}",25,7,5.449808718625513,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.29048849430996376}",25,7,26.153119738813672,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.2875836093668641}",25,2,19.452288072308786,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.28470777327319546}",25,3,-13.17974775303832,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
126,False,"{'a': 0.5, 'e': 0.2818606955404635}",25,3,-62.90878087050722,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 2}",1
127,False,"{'a': 0.5, 'e': 0.27904208858505886}",20,0,-29.671601750406147,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
128,False,"{'a': 0.5, 'e': 0.2762516676992083}",25,17,-4.535725321600124,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
129,False,"{'a': 0.5, 'e': 0.2734891510222162}",30,17,10.590826618155578,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.27075425951199406}",20,4,18.556045620160425,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.2680467169168741}",25,7,2.231055049775325,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
132,False,"{'a': 0.5, 'e': 0.26536624974770534}",30,9,21.87972446165683,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.2627125872502283}",25,15,-2.6513228722939646,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.26008546137772603}",30,14,-26.041249291268297,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
135,False,"{'a': 0.5, 'e': 0.25748460676394874}",30,18,8.783256125479445,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
136,False,"{'a': 0.5, 'e': 0.2549097606963093}",30,24,9.803295219369275,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.2523606630893462}",25,10,14.84071725459195,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.2498370564584527}",25,11,-18.9555314499496,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
139,False,"{'a': 0.5, 'e': 0.24733868589386818}",20,2,-26.04675192034678,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
140,False,"{'a': 0.5, 'e': 0.24486529903492948}",20,12,13.989371089050046,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.2424166460445802}",25,0,11.07920058123954,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
142,False,"{'a': 0.5, 'e': 0.2399924795841344}",20,0,-28.281329336802564,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
143,False,"{'a': 0.5, 'e': 0.23759255478829303}",30,0,37.93052359316651,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
144,False,"{'a': 0.5, 'e': 0.23521662924041012}",20,12,17.643399161894198,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.232864462948006}",30,18,-0.4453464142132124,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.23053581831852593}",30,21,13.056587918312369,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.22823046013534068}",30,17,12.023096563607536,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.22594815553398728}",20,10,-15.245478674275677,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.2236886739786474}",20,1,-17.867454416482275,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
150,False,"{'a': 0.5, 'e': 0.22145178723886091}",25,12,-13.042629173724439,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 0.2192372693664723}",20,11,-45.669715238431486,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 1}",1
152,False,"{'a': 0.5, 'e': 0.21704489667280757}",30,13,9.971252112368532,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.2148744477060795}",20,0,-0.22720479426759388,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
154,False,"{'a': 0.5, 'e': 0.2127257032290187}",30,1,34.41444892087818,"{0: 28, 1: 1, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.21059844619672852}",20,8,7.40111909429653,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.20849246173476124}",20,16,6.748880555621797,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.2064075371174136}",20,4,13.516460774106461,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.2043434617462395}",20,7,-20.30303774088286,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
159,False,"{'a': 0.5, 'e': 0.2023000271287771}",25,19,10.922145147810337,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.2002770268574893}",25,17,13.7839779360079,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.19827425658891443}",25,0,-2.096531150527939,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
162,False,"{'a': 0.5, 'e': 0.19629151402302528}",20,6,-25.94259126008131,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
163,False,"{'a': 0.5, 'e': 0.19432859888279502}",30,13,17.792092666895023,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.19238531289396707}",20,8,23.59684852429856,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.1904614597650274}",25,11,24.69485006186488,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': 0.1885568451673771}",25,0,24.250856298700093,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
167,False,"{'a': 0.5, 'e': 0.18667127671570335}",20,4,15.534178751676134,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.1848045639485463}",25,12,22.465442902170214,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.18295651830906084}",20,12,17.035231925697808,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.18112695312597024}",20,6,23.94354697368163,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.17931568359471053}",25,1,-5.831584341022494,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.17752252675876343}",25,11,10.650027294776567,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.1757473014911758}",30,19,-23.189710187438997,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
174,False,"{'a': 0.5, 'e': 0.173989828476264}",30,14,29.085784502624257,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.1722499301915014}",20,10,0.833887008155606,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.17052743088958636}",25,12,21.756809010170915,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.1688221565806905}",20,10,-5.120182967777724,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.1671339350148836}",30,19,19.247379931799248,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.16546259566473476}",20,8,19.074614566144582,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.16380796970808742}",20,3,-1.6905546822204682,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.16216989001100654}",20,13,11.745599474285942,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.16054819111089647}",30,11,30.56924192838817,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.1589427091997875}",20,8,15.82649678501264,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.5, 'e': 0.15735328210778962}",20,16,8.496153603810955,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.15577974928671173}",20,8,19.759057952593814,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.1542219517938446}",25,11,9.041973991326675,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.15267973227590617}",25,13,21.946443595713458,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.5, 'e': 0.1511529349531471}",25,17,15.861471735491786,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.14964140560361563}",30,21,17.023367483459104,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.14814499154757946}",20,16,8.431307654451293,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.14666354163210368}",20,7,12.584533763245084,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.14519690621578263}",25,12,25.000977945918777,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.1437449371536248}",25,2,10.334440817085673,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.14230748778208857}",25,14,10.498472488346827,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.14088441290426768}",30,12,29.322268656424086,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.139475568775225}",25,13,18.760701406676972,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.13808081308747275}",25,16,16.19610812839162,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.136700004956598}",30,2,-4.802716796368282,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 1}",1
199,False,"{'a': 0.5, 'e': 0.13533300490703204}",20,8,-0.5066492628723984,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.13397967485796172}",25,12,22.28756904349951,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.5, 'e': 0.1326398781093821}",20,13,14.783605368302657,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.13131347932828827}",20,6,11.459055428714063,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.1300003445350054}",20,0,32.43232405544345,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.12870034108965533}",20,10,17.18943452448039,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.1274133376787588}",20,14,5.061301588057529,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.12613920430197118}",20,7,-1.4044261994395657,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.12487781225895148}",25,7,12.217833561958445,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.5, 'e': 0.12362903413636196}",25,17,0.4122228591248245,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.12239274379499834}",20,14,11.014125859468853,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.12116881635704835}",20,6,26.07204146989902,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
